"id","dish_id","ingredient_id","ingredient_name","quantity_cook","quantity"
55912,M1488,NL1052,Tôm sú,100.0,
55967,M1502,NL26,Trứng gà,3.0,
55969,M1502,NL496,Bánh mì,4.0,
55970,M1503,NL780,Củ sen,600.0,
55983,M1505,NL108,Tôm đát nhỏ,150.0,
55972,M1503,NL75,Giò sống,250.0,
55973,M1503,NL26,Trứng gà,2.0,
55974,M1503,NL3185,Bột xù,100.0,
55975,M1503,NL79,Bột mì,150.0,
55976,M1504,NL2305,Rong biển khô,40.0,
55977,M1504,NL702,Thịt nạc dăm,100.0,
55978,M1504,NL337,Dưa leo,1.0,
55979,M1504,NL3049,Đậu phộng rang,50.0,
55980,M1504,NL55,Cà rốt,1.0,
55981,M1504,NL425,Rau răm,1.0,
55982,M1505,NL92,Bột năng,200.0,
55984,M1505,NL189,Thịt ba chỉ,200.0,
56030,M1515,NL1130,Cần Tây,2.0,
55987,M1506,NL8,Bơ,20.0,
55989,M1506,NL46,Hành lá,5.0,
55991,M1507,NL568,Khoai lang,100.0,
54832,M1275,NL1145,ngò rí,2.0,
54932,M1293,NL1145,ngò rí,1.0,
55994,M1507,NL3049,Đậu phộng rang,2.0,
55995,M1507,NL119,Hành tím băm,1.0,
55996,M1508,NL1152,Bưởi,4.0,
54934,M1293,NL1145,rễ ngò,5.0,
55998,M1508,NL55,Cà rốt,100.0,
55999,M1508,NL372,Bắp cải,200.0,
56000,M1509,NL75,Giò sống,50.0,
56001,M1509,NL119,Hành tím nướng,2.0,
55965,M1501,NL2273,Nước cốt nghệ tươi,0.5,
56003,M1510,NL1291,Thịt bò nạm,300.0,
55941,M1493,NL2305,Rong biển Nori vuông bằng miếng sandwich,4.0,
55897,M1484,NL4,Hành tây,0.5,
55904,M1486,NL1081,Đuôi bò lột bỏ da,600.0,
55945,M1494,NL1410,Chanh vắt nước cốt,0.5,
55966,M1501,NL1410,Chanh,1.0,
55988,M1506,NL1410,Chanh Mỹ,0.5,
55880,M1482,NL132,Thơm,0.25,
55920,M1488,NL132,Thơm,100.0,
55997,M1508,NL682,Ức gà,1.0,
55882,M1482,NL162,Sả băm,2.0,
56004,M1510,NL20,Cà chua,2.0,
56005,M1510,NL622,Mì trứng,5.0,
56006,M1510,NL162,Sả,5.0,
56007,M1510,NL602,Sa tế tôm,2.0,
56008,M1510,NL1550,bột bò kho,1.0,
56009,M1510,NL3049,Đậu phộng rang,100.0,
56039,M1517,NL2273,Nghệ tươi,100.0,
56012,M1511,NL1033,Thịt nguội,1.0,
56013,M1511,NL26,Trứng gà,2.0,
56014,M1511,NL55,Cà rốt,1.0,
56015,M1511,NL254,Đậu bi,50.0,
56016,M1511,NL29,Ngò tây,1.0,
56017,M1511,NL262,Khoai tây,2.0,
56018,M1512,NL189,Thịt ba chỉ,500.0,
56019,M1512,NL2987,Xà lách,1.0,
56020,M1512,NL337,Dưa leo,1.0,
56021,M1306,NL2790,Đùi gà,2.0,
56022,M1306,NL277,Lá chanh,5.0,
56024,M1514,NL171,Nấm kim châm,200.0,
56026,M1514,NL520,Tía tô,1.0,
56028,M1515,NL107,Mực lá,150.0,
56029,M1515,NL297,Khổ qua,1.0,
56060,M1523,NL1129,Lườn vịt quay còn da,600.0,
56033,M1516,NL214,Đậu hũ trắng,2.0,
56035,M1516,NL1490,Đậu cove,8.0,
56036,M1516,NL230,Nước dừa,0.5,
56025,M1514,NL130,Nấm rơm búp,100.0,
56038,M1517,NL20,Cà chua,2.0,
56040,M1517,NL723,Bạc hà,200.0,
56041,M1518,NL223,Lòng đỏ trứng,5.0,
56042,M1518,NL8,Bơ,50.0,
56044,M1518,NL1549,cà chua hộp,1.0,
56045,M1519,NL75,Giò sống,100.0,
56068,M1524,NL947,Bơ lạt thắng trong,300.0,
56048,M1520,NL702,Thịt nạc dăm,100.0,
56049,M1520,NL55,Cà rốt,70.0,
56050,M1520,NL2309,Củ cải trắng mài nhỏ,2.0,
56052,M1521,NL3139,Củ sắn cắt sợi ngâm chua ngọt,1.0,
56053,M1521,NL2987,Xà lách,5.0,
56055,M1522,NL1475,Đậu rồng,150.0,
56056,M1522,NL261,Cật heo,100.0,
56058,M1522,NL2312,Lòng đỏ trứng vịt,2.0,
56061,M1523,NL262,Khoai tây,1.0,
56065,M1523,NL277,Lá chanh tươi,5.0,
56109,M1532,NL622,Mì vàng cọng lớn,400.0,
56064,M1523,NL2315,Dừa khô nạo,300.0,
56067,M1524,NL1006,Thịt nạc lưng,300.0,
56069,M1524,NL262,Khoai tây,100.0,
56070,M1524,NL568,Khoai lang,100.0,
56071,M1524,NL26,Trứng gà,2.0,
56072,M1524,NL3185,Bột xù,1.0,
56073,M1524,NL79,Bột mì,0.5,
56075,M1525,NL272,Bắp bò hoa,300.0,
56076,M1525,NL2319,Kim chi bắp cải,500.0,
56077,M1525,NL171,Nấm kim châm,200.0,
56080,M1526,NL389,Thịt ba rọi,100.0,
56081,M1526,NL390,Cà tím,2.0,
56082,M1526,NL46,Hành lá,6.0,
56011,M1510,NL15,Ớt sừng,2.0,
56051,M1521,NL1022,Thịt sò điệp tươi,500.0,
56023,M1514,NL1025,Nghêu,500.0,
56074,M1525,NL1025,Nghêu,1.0,
56002,M1510,NL1030,Thịt bò phi lê,300.0,
56059,M1522,NL3054,Hành tỏi băm,1.0,
56046,M1519,NL1052,Tôm sú,12.0,
55971,M1503,NL1052,Tôm tươi,200.0,
56084,M1526,NL752,sa tế,2.0,
56087,M1527,NL316,Bông thiên lý,150.0,
56089,M1527,NL119,Hành tím băm,2.0,
56090,M1527,NL311,hành tím phi,1.0,
55434,M1387,NL1145,ngò rí,2.0,
56093,M1528,NL79,Bột mì,50.0,
56094,M1528,NL26,Trứng gà,1.0,
56095,M1528,NL8,Bơ,50.0,
56092,M1528,NL903,Chà bông lạt,50.0,
56097,M1529,NL2321,Cà tím lớn,1.0,
56098,M1529,NL130,Nấm rơm,100.0,
56100,M1530,NL187,Lá lốt,30.0,
56101,M1530,NL75,Giò sống,100.0,
56102,M1531,NL2790,Đùi gà,2.0,
56010,M1510,NL162,Sả băm,4.0,
56104,M1531,NL111,Nước cốt dừa,0.5,
56110,M1532,NL107,Mực lá,150.0,
56107,M1531,NL952,Lá cà ri,1.0,
56108,M1531,NL53,Nấm mèo,3.0,
56112,M1532,NL55,Cà rốt,50.0,
56106,M1531,NL162,Sả cây,3.0,
56170,M1546,NL107,Mực ống,200.0,
56115,M1533,NL984,Sò lông,1.0,
56116,M1533,NL2325,Cháo gói,1.0,
56117,M1533,NL26,Trứng gà,2.0,
56119,M1534,NL1457,Vịt,0.5,
56120,M1534,NL236,Gừng,50.0,
56121,M1534,NL130,Nấm rơm,100.0,
56122,M1534,NL119,Hành tím,1.0,
56124,M1534,NL41,Hành boaro,0.25,
56125,M1535,NL262,Khoai tây,150.0,
56126,M1535,NL567,Khoai môn,50.0,
56128,M1535,NL1673,Bắp hạt,30.0,
56130,M1535,NL46,Hành lá,1.0,
56132,M1536,NL956,Rau càng cua,200.0,
56135,M1537,NL702,Thịt nạc dăm,300.0,
56066,M1523,NL661,Lá húng quế,10.0,
56031,M1515,NL4,Hành tây,0.5,
56063,M1523,NL981,Cà ri đỏ,1.0,
56037,M1516,NL624,Bông hẹ chần,16.0,
56085,M1526,NL1410,Chanh,1.0,
56096,M1528,NL1410,Chanh,1.0,
56088,M1527,NL409,Giá,50.0,
56113,M1532,NL409,Giá,50.0,
56091,M1528,NL1368,Cua lột,300.0,
56062,M1523,NL55,Cà rốt nhỏ,1.0,
56078,M1525,NL1102,Bún gạo,300.0,
56136,M1537,NL2977,tiêu xanh,3.0,
56137,M1538,NL26,Trứng gà,5.0,
56140,M1538,NL682,Thịt ức gà,50.0,
56142,M1539,NL2326,Khoai từ,300.0,
56143,M1539,NL130,Nấm rơm,200.0,
56144,M1539,NL2327,Poarô phi vàng,2.0,
56145,M1540,NL1683,Phô mai,200.0,
56146,M1540,NL79,Bột mì,100.0,
56147,M1540,NL26,Trứng gà,2.0,
56148,M1540,NL3049,Đậu phộng rang,100.0,
56149,M1540,NL3185,Bột xù,200.0,
56151,M1541,NL372,Bắp cải,200.0,
56152,M1541,NL55,Cà rốt,50.0,
56153,M1541,NL130,Nấm rơm,50.0,
56155,M1542,NL75,Giò sống,50.0,
56156,M1542,NL1473,Đậu cô ve,100.0,
56157,M1542,NL262,Khoai tây,2.0,
56174,M1547,NL130,Nấm rơm búp,100.0,
56159,M1542,NL55,Cà rốt,3.0,
56162,M1543,NL1754,Cải rổ,500.0,
56164,M1543,NL55,Cà rốt,0.5,
56185,M1549,NL1668,Nguyên liệu Thịt lươn,200.0,
56166,M1544,NL2790,Đùi gà,4.0,
56168,M1545,NL111,Nước cốt dừa,2.0,
56169,M1545,NL425,Rau răm,15.0,
56171,M1546,NL230,Nước dừa,0.5,
56248,M1560,NL277,Lá chanh Bắc,6.0,
56177,M1547,NL131,Nước dừa tươi,1.0,
56178,M1547,NL3037,Tiêu sọ giã bể,2.0,
56179,M1548,NL347,Bắp cải tím,200.0,
56180,M1548,NL2234,Tép,150.0,
56150,M1540,NL210,Dâu tây chín đỏ,50.0,
56182,M1548,NL20,Cà chua,1.0,
56183,M1548,NL615,Nước cốt me,0.5,
56187,M1549,NL2315,Dừa khô nạo,400.0,
56188,M1549,NL3049,Đậu phộng rang,50.0,
56189,M1550,NL212,Gan heo,200.0,
56191,M1550,NL46,Hành lá,4.0,
56193,M1551,NL2331,Ốc bươu,500.0,
56194,M1551,NL2332,Thịt giò sống,120.0,
56195,M1551,NL53,Nấm mèo,3.0,
56196,M1552,NL2333,Ốc lác,1.0,
56198,M1552,NL277,Lá chanh,10.0,
56199,M1553,NL189,Thịt ba chỉ,300.0,
56200,M1553,NL519,Khế chua,2.0,
56203,M1553,NL425,Rau răm,30.0,
56205,M1554,NL849,Kiwi,1.0,
56134,M1536,NL1619,Cà chua bi,5.0,
56099,M1530,NL103,Thịt ếch,300.0,
56163,M1543,NL3054,Tỏi băm,1.0,
56184,M1548,NL3054,Tỏi phi có dầu,2.0,
56192,M1550,NL3054,Tỏi băm,1.0,
56131,M1536,NL1052,Tôm sú,300.0,
56138,M1538,NL1052,Tôm sú,4.0,
56154,M1542,NL1052,Tôm sú,200.0,
56161,M1543,NL1052,Tôm sú,200.0,
56204,M1554,NL1052,Tôm sú,300.0,
56086,M1527,NL1052,Tôm tươi,150.0,
56207,M1555,NL130,Nấm rơm,100.0,
56208,M1555,NL75,Giò sống,50.0,
56209,M1555,NL229,Bắp mỹ,0.5,
56210,M1555,NL24,Su hào,0.5,
56211,M1555,NL55,Cà rốt,0.5,
56206,M1555,NL108,Tôm đất,200.0,
56213,M1556,NL75,Giò sống,100.0,
56214,M1556,NL171,Nấm kim châm,100.0,
56216,M1556,NL130,Nấm rơm,50.0,
56217,M1556,NL55,Cà rốt,50.0,
56218,M1556,NL1449,Rong biển,1.0,
56221,M1557,NL1104,Càng cua,4.0,
56139,M1538,NL174,Nấm hương,50.0,
56223,M1557,NL75,Giò sống,200.0,
56215,M1556,NL174,Nấm hương,100.0,
56225,M1557,NL174,Nấm hương,10.0,
56227,M1557,NL55,Cà rốt,20.0,
56228,M1557,NL70,Tôm khô,2.0,
56229,M1558,NL2790,Đùi gà,400.0,
56230,M1558,NL567,Khoai môn,150.0,
56231,M1558,NL131,Nước dừa tươi,1.0,
56219,M1556,NL320,Tần ô,4.0,
56247,M1560,NL1130,Cần Tây,0.5,
56235,M1558,NL119,Hành tím băm,0.5,
56236,M1559,NL1353,Khoai sọ,200.0,
56239,M1559,NL46,Hành lá,2.0,
56287,M1568,NL1130,Cần tàu,50.0,
56241,M1560,NL1035,Thịt gà,600.0,
56242,M1560,NL119,Hành tím,50.0,
56243,M1560,NL2337,Sá sùng,25.0,
56246,M1560,NL41,Hành boaro,1.0,
56251,M1562,NL1030,Thịt bò,150.0,
56252,M1562,NL1834,Gạo tẻ,70.0,
56253,M1562,NL1807,Gạo nếp,30.0,
56254,M1562,NL119,Hành tím,2.0,
56255,M1562,NL1434,Trứng vịt muối,4.0,
56256,M1563,NL1208,Chim cút,2.0,
56257,M1563,NL2342,Cốm dẹp,20.0,
56258,M1563,NL75,Giò sống,150.0,
56259,M1563,NL55,Cà rốt,50.0,
56232,M1558,NL996,Chao trắng,2.0,
56233,M1558,NL996,Chao đỏ,1.0,
56165,M1543,NL243,Nấm đông cô tươi,200.0,
56190,M1550,NL877,Ớt chuông đỏ,0.5,
56226,M1557,NL53,Nấm mèo khô,5.0,
56222,M1557,NL1368,Thịt cua biển,800.0,
56173,M1547,NL132,Thơm,0.25,
56181,M1548,NL132,Thơm,0.25,
56262,M1564,NL132,Thơm,0.25,
55953,M1498,NL1145,ngò rí,1.0,
56244,M1560,NL1106,Đường phèn,20.0,
56118,M1533,NL1145,Cọng ngò rí băm,1.0,
56250,M1561,NL568,Khoai lang ruột vàng,400.0,
56197,M1552,NL162,Cây sả,3.0,
56263,M1564,NL189,Thịt ba chỉ,100.0,
56264,M1564,NL131,Nước dừa tươi,0.5,
56267,M1565,NL702,Thịt nạc dăm,400.0,
56268,M1565,NL46,Hành lá,100.0,
56269,M1565,NL527,Bún tươi,800.0,
56270,M1565,NL3049,Đậu phộng rang,100.0,
56271,M1565,NL2344,củ cải chua,200.0,
56272,M1566,NL54,Gà ta,400.0,
56275,M1566,NL50,Cải thảo,100.0,
56331,M1576,NL210,Dâu,30.0,
56278,M1566,NL55,Cà rốt,50.0,
56279,M1567,NL50,Cải thảo,300.0,
56280,M1567,NL55,Cà rốt,50.0,
56283,M1567,NL236,Gừng,20.0,
56284,M1568,NL1102,Bún gạo khô,300.0,
56285,M1568,NL633,Chả lụa chay,100.0,
56286,M1568,NL55,Cà rốt,100.0,
56372,M1585,NL1807,Gạo nếp ngỗng,1.0,
56290,M1568,NL53,Nấm mèo,3.0,
56291,M1569,NL136,Cánh gà,3.0,
56292,M1569,NL602,Sa tế tôm,2.0,
56293,M1569,NL46,Hành lá,5.0,
56294,M1570,NL214,Đậu hũ trắng,2.0,
56295,M1570,NL243,Nấm đông cô,3.0,
56273,M1566,NL1268,Nấm đùi gà,100.0,
56297,M1570,NL233,Nước lạnh,0.5,
56298,M1570,NL531,dầu hào chay,1.0,
56299,M1571,NL1446,Kim chi,250.0,
56301,M1571,NL2347,Hàu,10.0,
56302,M1571,NL353,Củ cải trắng,50.0,
56304,M1572,NL774,Tai heo,150.0,
56305,M1572,NL2349,Mũi heo,150.0,
56277,M1566,NL174,Nấm hương khô,10.0,
56307,M1572,NL731,Lưỡi heo,200.0,
56308,M1572,NL53,Nấm mèo,5.0,
56310,M1572,NL222,Lá chuối,1.0,
56318,M1574,NL174,Nấm hương,10.0,
56274,M1566,NL320,Tần ô,100.0,
56314,M1573,NL131,Nước dừa tươi,3.333,
56315,M1574,NL682,Thịt ức gà,500.0,
56316,M1574,NL773,Da heo,100.0,
56317,M1574,NL1247,Chân gà,200.0,
56319,M1574,NL55,Cà rốt,0.5,
56320,M1574,NL1057,Đậu Hà Lan,5.0,
56321,M1574,NL53,Nấm mèo,2.0,
56322,M1294,NL1457,Vịt,1.0,
56324,M1576,NL730,Củ sắn,50.0,
56325,M1576,NL1357,su su,0.5,
56240,M1559,NL15,Ớt sừng,1.0,
56282,M1567,NL1022,Sò điệp,150.0,
56249,M1561,NL1022,Cồi sò điệp lớn,200.0,
56289,M1568,NL41,Boaro,1.0,
56234,M1558,NL3054,Tỏi băm,1.0,
56309,M1572,NL3054,Nước hành tỏi băm,2.0,
56212,M1556,NL1052,Tôm sú,150.0,
56327,M1576,NL825,Bắp vàng,0.5,
56330,M1576,NL848,Táo,1.0,
56332,M1576,NL1127,Thanh long,1.0,
56333,M1576,NL352,Nấm linh chi,200.0,
56334,M1576,NL624,Bông hẹ,800.0,
56335,M1577,NL2355,Ốc biển,300.0,
56336,M1577,NL337,Dưa leo,1.0,
50135,M0319,NL1145,ngò rí,0.5,
56338,M1577,NL20,Cà chua,1.0,
50752,M0435,NL1145,Ngò rí băm,3.0,
56340,M1578,NL1152,Bưởi,1.0,
56341,M1578,NL189,Thịt ba chỉ,100.0,
56419,M1597,NL2779,Măng chua,200.0,
56343,M1578,NL55,Cà rốt,100.0,
51356,M0565,NL1145,ngò rí,100.0,
56346,M1579,NL2994,ớt xiêm xanh đỏ,4.0,
56348,M1580,NL1035,Thịt gà,500.0,
56349,M1580,NL425,Rau răm,200.0,
56328,M1576,NL1130,Cần Tây,1.0,
56351,M1581,NL851,Bông so đũa,100.0,
56353,M1581,NL75,Giò sống,50.0,
56440,M1603,NL1130,Cần Tây,1.0,
56355,M1582,NL261,Cật heo,150.0,
56356,M1582,NL826,Tim heo,150.0,
56357,M1582,NL260,Cải thìa,300.0,
56358,M1582,NL55,Cà rốt,0.5,
56359,M1583,NL75,Giò sống,30.0,
56361,M1583,NL1616,Bột há cảo,200.0,
56362,M1583,NL53,Nấm mèo,3.0,
56363,M1583,NL119,Hành tím băm,1.0,
56364,M1584,NL1493,Mỡ chài,50.0,
56365,M1584,NL1057,Đậu Hà Lan,50.0,
56366,M1584,NL26,Trứng gà,1.0,
56368,M1584,NL158,Bún tàu,1.0,
56369,M1584,NL53,Nấm mèo,3.0,
56370,M1584,NL1494,Mỡ hành,1.0,
56371,M1584,NL3049,Đậu phộng rang,50.0,
56373,M1585,NL189,Thịt ba chỉ,250.0,
56374,M1585,NL644,Dừa nạo,250.0,
56375,M1585,NL1831,Lá cẩm,500.0,
56376,M1585,NL86,Lá dứa,500.0,
56377,M1585,NL1788,Lá chuối hột,1.0,
56380,M1586,NL53,Nấm mèo,5.0,
56381,M1586,NL219,Củ năng,50.0,
56382,M1587,NL2363,Nếp bún thơm,300.0,
56383,M1587,NL1831,Lá cẩm,200.0,
56423,M1598,NL107,Mực ống,140.0,
56386,M1588,NL92,Bột năng,50.0,
56326,M1576,NL1598,Mía lau,1.0,
56303,M1571,NL4,Hành tây,100.0,
56323,M1294,NL996,Chao môn trắng,4.0,
56300,M1571,NL53,Nấm mèo khô,20.0,
56296,M1570,NL624,Bông hẹ chần,8.0,
56276,M1566,NL2987,Xà lách xoong,50.0,
56306,M1572,NL1103,Thịt giò heo,200.0,
56347,M1579,NL1410,Chanh,1.0,
56288,M1568,NL409,Giá,50.0,
56313,M1573,NL132,Thơm,0.25,
56337,M1577,NL132,Thơm chín,0.25,
56379,M1586,NL682,Thịt ức gà phi lê,200.0,
56424,M1598,NL1511,Đu đủ tía,1.0,
56389,M1589,NL527,Bún tươi,1.0,
56390,M1589,NL46,Hành lá,5.0,
56415,M1596,NL1668,Lươn,200.0,
56395,M1590,NL20,Cà chua,100.0,
56466,M1609,NL1792,Bánh mí sandwich,8.0,
56397,M1591,NL119,Hành tím,300.0,
56399,M1591,NL1462,Phèn chua,20.0,
56400,M1592,NL2369,Chả quế,100.0,
56401,M1592,NL55,Cà rốt,100.0,
56402,M1592,NL70,Tôm khô,30.0,
56403,M1592,NL1764,Gạo ngon,1.0,
56404,M1592,NL26,Trứng gà,3.0,
56405,M1592,NL796,Trứng muối,3.0,
51548,M0599,NL1145,ngò rí,1.0,
56407,M1593,NL130,Nấm rơm,60.0,
56408,M1593,NL171,Nấm kim châm,60.0,
53113,M0942,NL1145,ngò rí,5.0,
56410,M1594,NL2371,Thịt heo quay da giòn,200.0,
56411,M1594,NL55,Cà rốt,0.5,
56412,M1595,NL262,Khoai tây,2.0,
56413,M1595,NL2372,Thịt ba rọi muối,50.0,
53751,M1064,NL1145,ngò rí,5.0,
56416,M1596,NL1353,Khoai sọ,300.0,
56418,M1597,NL1160,Nhộng,200.0,
56420,M1598,NL433,Tôm thẻ,150.0,
56426,M1599,NL1033,Thịt nguội,50.0,
56427,M1599,NL828,Cải ngọt,100.0,
56428,M1599,NL55,Cà rốt,0.25,
56429,M1599,NL26,Trứng gà,1.0,
56431,M1600,NL20,Cà chua chín,1.0,
56432,M1600,NL2377,Rau cải chíp,200.0,
56433,M1600,NL46,Hành lá,2.0,
56434,M1600,NL550,Thì là,50.0,
56435,M1600,NL406,Dầu hào,1.0,
53780,M1070,NL1145,ngò rí,2.0,
56438,M1601,NL26,Trứng gà,3.0,
53814,M1076,NL1145,ngò rí,5.0,
56442,M1603,NL55,Cà rốt,0.5,
56443,M1604,NL55,Cà rốt,50.0,
56444,M1604,NL1233,Bí ngòi vàng,50.0,
53865,M1087,NL1145,ngò rí,1.0,
56446,M1605,NL682,Thịt ức gà,200.0,
56447,M1605,NL171,Nấm kim châm,100.0,
56448,M1605,NL26,Trứng gà,2.0,
56421,M1598,NL1022,Sò điệp,100.0,
56398,M1591,NL3054,Tỏi,200.0,
56436,M1600,NL3054,Tỏi băm,1.0,
56354,M1582,NL2864,Hủ tiếu sợi khô,200.0,
56385,M1588,NL1049,Tàu hủ ky lớn,4.0,
56342,M1578,NL1052,Tôm tươi,100.0,
56360,M1583,NL1052,Tôm tươi,50.0,
56439,M1602,NL1052,Tôm sú lột vỏ,200.0,
56449,M1605,NL92,Bột năng,5.0,
56450,M1605,NL1384,Bột báng,30.0,
56570,M1630,NL108,Tôm đất,200.0,
56452,M1606,NL1057,Đậu Hà Lan,50.0,
56453,M1606,NL55,Cà rốt,50.0,
56454,M1606,NL262,Khoai tây,50.0,
56455,M1607,NL2382,Bột gạo lọc,250.0,
56457,M1607,NL119,Hành tím,5.0,
56458,M1607,NL604,Củ nén,30.0,
56459,M1607,NL46,Hành lá,5.0,
53910,M1096,NL1145,ngò rí,2.0,
53933,M1102,NL1145,ngò rí,2.0,
56462,M1608,NL20,Cà chua,2.0,
56463,M1608,NL2384,Cà lách,4.0,
56464,M1608,NL26,Trứng gà,4.0,
56465,M1608,NL1683,Phô mai,4.0,
56468,M1609,NL1683,Phô mai,4.0,
56469,M1609,NL20,Cà chua,2.0,
56470,M1609,NL337,Dưa leo,0.5,
56471,M1609,NL2987,Xà lách,4.0,
54144,M1136,NL1145,Ngò rí băm,1.0,
56473,M1610,NL20,Cà chua,2.0,
56474,M1610,NL337,Dưa leo,0.5,
56475,M1610,NL2987,Xà lách,4.0,
56476,M1611,NL70,Tôm khô,20.0,
56477,M1611,NL1163,Mỡ gáy,50.0,
56467,M1609,NL1033,Thịt nguột,4.0,
56479,M1612,NL1012,Thịt gà má đùi,400.0,
56480,M1612,NL496,Bánh mì,4.0,
56481,M1612,NL1760,trái dưa leo,2.0,
56482,M1612,NL20,Trái cà chua,2.0,
56483,M1612,NL2987,Xà lách,2.0,
56489,M1614,NL1130,Cần Tây,1.0,
56485,M1613,NL140,Cần nước,300.0,
56537,M1623,NL1130,Cần tàu,5.0,
56490,M1614,NL26,Trứng gà,2.0,
56491,M1614,NL92,Bột năng,1.0,
56492,M1614,NL46,Hành lá,3.0,
56493,M1615,NL162,Sả,3.0,
56495,M1615,NL41,Hành boaro,1.0,
56496,M1616,NL119,Hành tím,3.0,
56497,M1616,NL1469,Thính gạo,1.0,
56499,M1616,NL647,Tỏi phi,2.0,
56504,M1616,NL337,Dưa leo,1.0,
56505,M1617,NL162,Sả,4.0,
56506,M1617,NL230,Nước dừa,1.0,
56508,M1618,NL1159,Thịt vịt,1.0,
56509,M1618,NL2263,Sấu,100.0,
56510,M1618,NL131,Nước dừa tươi,2.0,
56512,M1619,NL390,Cà tím,1.0,
56513,M1619,NL89,Bí đỏ,100.0,
56514,M1619,NL320,Rau tần ô,100.0,
56515,M1619,NL1575,Đậu đũa,50.0,
56516,M1619,NL568,Khoai lang,50.0,
56517,M1619,NL151,Đậu bắp,50.0,
56519,M1619,NL55,Cà rốt,0.5,
56520,M1619,NL675,Bông bí,5.0,
56521,M1619,NL26,Trứng gà,2.0,
56388,M1589,NL661,Húng quế,100.0,
56391,M1589,NL4,Hành tây,0.5,
56409,M1593,NL4,Hành tây,0.5,
56414,M1595,NL4,Hành tây,0.5,
56501,M1616,NL1410,Nước cốt chanh,0.5,
56437,M1601,NL1368,Thịt cua,150.0,
56396,M1590,NL132,Thơm,100.0,
56500,M1616,NL132,Thơm,0.25,
56522,M1619,NL3156,Ajiquick bột chiên giòn,200.0,
56523,M1619,NL79,Bột mì,100.0,
56524,M1620,NL2391,Thịt ốc móng tay,200.0,
56525,M1620,NL2977,tiêu xanh,20.0,
56527,M1620,NL119,Hành tím nhỏ,5.0,
56622,M1639,NL1153,bơ tươi,20.0,
56531,M1621,NL131,Nước dừa tươi,1.0,
56534,M1622,NL1057,Đậu Hà Lan,100.0,
56535,M1622,NL26,Trứng gà,4.0,
56536,M1623,NL722,Thịt hến,200.0,
56539,M1623,NL26,Trứng gà,1.0,
56530,M1621,NL1668,Lươn,300.0,
56541,M1624,NL20,Cà chua,2.0,
56542,M1624,NL46,Hành lá,2.0,
56543,M1624,NL119,Hành tím,2.0,
56544,M1625,NL70,Tôm khô,5.0,
56545,M1625,NL369,Vỏ hoành thánh,24.0,
56546,M1625,NL353,Củ cải trắng,0.5,
56549,M1626,NL445,Thịt ốc bươu,150.0,
56550,M1626,NL2395,Mắm sặc,200.0,
56551,M1626,NL610,Mắm linh,100.0,
56552,M1626,NL230,Nước dừa,1.0,
56555,M1626,NL2396,Ngãi bún,1.0,
56556,M1626,NL390,Cà tím,1.0,
56557,M1627,NL730,Củ sắn,150.0,
56558,M1627,NL26,Trứng gà,1.0,
56559,M1628,NL624,Bông hẹ,100.0,
56560,M1628,NL337,Dưa leo,1.0,
56561,M1628,NL20,Cà chua chín,1.0,
56562,M1628,NL119,Hành tím bào,2.0,
56564,M1629,NL2397,Thịt cốt lết,500.0,
56565,M1629,NL2987,Xà lách,100.0,
56566,M1629,NL20,Cà chua,0.5,
56567,M1629,NL337,Dưa leo,0.5,
56598,M1636,NL1668,Thịt lươn làm sạch,400.0,
56569,M1630,NL75,Giò sống,100.0,
56484,M1613,NL1030,Thịt bò phi lê,200.0,
56533,M1622,NL1030,Thịt bò bằm,200.0,
56563,M1628,NL236,Gừng băm,1.0,
56498,M1616,NL3054,Tỏi băm,2.0,
56526,M1620,NL3054,Tỏi Lý Sơn,2.0,
56538,M1623,NL3054,Hành tỏi băm,2.0,
56554,M1626,NL3054,Tỏi băm,1.0,
56451,M1606,NL1052,Tôm tươi,100.0,
56571,M1630,NL26,Trứng gà,1.0,
56572,M1630,NL79,Bột mì,100.0,
56573,M1630,NL3185,Bột xù,100.0,
56608,M1637,NL119,Hành băm,20.0,
56680,M1652,NL1130,Cần Tây,1.0,
56576,M1630,NL236,Gừng,1.0,
56577,M1631,NL731,Lưỡi heo,600.0,
56579,M1631,NL277,Lá chanh,10.0,
56581,M1632,NL702,Thịt nạc dăm,300.0,
56582,M1632,NL372,Bắp cải,200.0,
56583,M1632,NL951,Hẹ,30.0,
56584,M1632,NL55,Cà rốt,40.0,
56532,M1622,NL2181,Mì Ý,300.0,
56586,M1632,NL273,Trứng vịt,4.0,
56580,M1631,NL1552,Riềng,1.0,
54151,M1137,NL1145,Ngò,5.0,
54168,M1141,NL1145,ngò rí,2.0,
56590,M1634,NL75,Giò sống,100.0,
56591,M1634,NL219,Củ năng,50.0,
56592,M1634,NL55,Cà rốt,50.0,
56593,M1634,NL26,Trứng gà,2.0,
56594,M1634,NL79,Bột mì,0.5,
56595,M1634,NL3185,Bột xù,1.0,
56597,M1635,NL1163,Mỡ gáy,50.0,
56599,M1636,NL675,Bông bí,200.0,
56600,M1636,NL476,Rau muống,300.0,
56601,M1636,NL214,Đậu hũ trắng,150.0,
56602,M1636,NL20,Cà chua,200.0,
56603,M1637,NL2399,Sườn que,700.0,
56604,M1637,NL406,Dầu hào,20.0,
56605,M1637,NL486,Nước tương,20.0,
56606,M1637,NL195,Mật ong,24.0,
56607,M1637,NL472,Bột ngọt,5.0,
56611,M1637,NL481,Dầu điều,5.0,
