"id","dish_id","ingredient_id","ingredient_name","quantity_cook","quantity"
69714,M0849,NL160,ngò gai,,
69715,M0849,NL159,Rau om,,
69716,M0849,NL527,Bún tươi,,
69719,M0849,NL1532,kèo nèo,,
69720,M0849,NL20,Cà chua,,
69722,M0849,NL322,Dầu ăn,,
69724,M0849,NL3018,Ajiquick lẩu thái,,
69731,M0850,NL485,Tiêu,,
69734,M0850,NL322,Dầu ăn,,
69735,M0850,NL3108,Hạt nêm ajingon heo,,
69737,M0850,NL486,Nước tương Phú Sĩ,,
69743,M0851,NL3062,Mè trắng rang,,
69744,M0851,NL322,Dầu ăn,,
69745,M0851,NL470,Muối,,
69758,M0853,NL470,Muối,,
69759,M0853,NL647,Tỏi phi,,
69760,M0853,NL3078,Mè rang,,
69761,M0853,NL322,Dầu ăn,,
69770,M0854,NL322,Dầu ăn,,
69771,M0854,NL481,Dầu điều,,
69772,M0854,NL485,Tiêu,,
69781,M0855,NL1155,Bột gạo,,
69784,M0855,NL16,Hành phi,,
69786,M0855,NL470,Muối,,
69787,M0855,NL485,Tiêu,,
69790,M0855,NL3108,Hạt nêm ajingon heo,,
69796,M0856,NL46,Hành lá,,
69797,M0856,NL322,Dầu ăn,,
69799,M0856,NL485,Tiêu,,
69800,M0856,NL17,Bột canh,,
69807,M0857,NL322,Dầu ăn,,
69808,M0857,NL17,Bột canh,,
69815,M0858,NL322,Dầu ăn,,
69816,M0858,NL3044,Tiêu xay,,
69817,M0858,NL3108,Hạt nêm ajingon heo,,
69826,M0859,NL470,Muối,,
69571,M0836,NL1410,Nước cốt chanh,,
69721,M0849,NL409,Giá,,
69640,M0842,NL92,Nước bột năng,,
69606,M0839,NL3081,dầu mè,,
69637,M0842,NL1106,Đường,,
69646,M0843,NL1106,Đường,,
69662,M0844,NL1106,Đường,,
69670,M0845,NL1106,Đường,,
69828,M0859,NL1107,Nước mắm,,
69878,M0864,NL1107,nước mắm AJINOMOTO Giấm gạo lên men,,
69829,M0859,NL406,Dầu hào,,
69895,M0866,NL1107,Nước mắm,,
69832,M0859,NL322,Dầu ăn,,
69644,M0843,NL15,Ớt sợi,,
69623,M0841,NL15,Ớt sừng,,
69656,M0844,NL15,Ớt sừng,,
69684,M0846,NL15,Ớt băm,,
69688,M0846,NL236,Gừng sợi,,
69625,M0841,NL3054,Hành tỏi băm,,
69682,M0846,NL3054,Tỏi băm,,
69706,M0848,NL3054,Tỏi băm,,
69741,M0851,NL3054,Tỏi băm,,
69833,M0859,NL3108,Hạt nêm ajingon heo,,
69840,M0860,NL481,Dầu điều,,
69842,M0860,NL486,Nước tương Phú Sĩ,,
69850,M0861,NL1959,salad,,
69876,M0864,NL1054,Rượu trắng,,
69852,M0861,NL322,Dầu ăn,,
69853,M0861,NL470,Muối,,
69916,M0868,NL1107,Nước mắm,,
69855,M0861,NL485,Tiêu,,
69940,M0870,NL1054,Rượu trắng,,
69860,M0862,NL470,Muối,,
69861,M0862,NL3044,Tiêu xay,,
69862,M0862,NL322,Dầu ăn,,
69863,M0863,NL849,Kiwi,,
69864,M0863,NL210,Dâu tây,,
69865,M0863,NL1588,chuối,,
69866,M0863,NL1589,hạt bí,,
69867,M0863,NL1590,hạt dưa,,
69873,M0864,NL470,Muối,,
69941,M0870,NL1107,Nước mắm,,
69877,M0864,NL322,Dầu ăn,,
69950,M0871,NL1107,Nước mắm,,
69884,M0865,NL322,Dầu ăn,,
69885,M0865,NL466,Tương cà,,
69886,M0865,NL3108,Hạt nêm ajingon heo,,
69887,M0865,NL3156,Ajiquick bột chiên giòn,,
69894,M0866,NL46,Hành lá,,
69953,M0871,NL1107,nước mắm AJINOMOTO Giấm gạo lên men,,
69896,M0866,NL3044,Tiêu xay,,
69897,M0866,NL322,Dầu ăn,,
69996,M0874,NL1107,nước mắm AJINOMOTO Giấm gạo lên men,,
69899,M0866,NL486,Nước tương Phú Sĩ,,
70014,M0876,NL1107,nước mắm AJINOMOTO Giấm gạo lên men,,
69904,M0867,NL481,Dầu điều,,
69905,M0867,NL486,Nước tương Phú Sĩ,,
69911,M0868,NL470,Muối,,
70047,M0879,NL1107,Nước mắm,,
69913,M0868,NL485,Tiêu,,
69914,M0868,NL7,Mù tạt vàng,,
69915,M0868,NL322,Dầu ăn,,
69910,M0868,NL46,Hành ngò,,
70003,M0875,NL1054,Rượu trắng,,
69975,M0873,NL46,Hành ngò,,
69923,M0869,NL250,Ngũ vị hương,,
69924,M0869,NL195,Mật ong,,
69925,M0869,NL406,Dầu hào,,
69926,M0869,NL322,Dầu ăn,,
69927,M0869,NL3108,Hạt nêm ajingon heo,,
69928,M0869,NL486,Nước tương Phú Sĩ,,
69934,M0870,NL106,Rau mồng tơi,,
69935,M0870,NL46,Hành lá,,
69936,M0870,NL322,Dầu ăn,,
69937,M0870,NL470,Muối,,
69938,M0870,NL485,Tiêu,,
69942,M0870,NL3108,Hạt nêm ajingon heo,,
69951,M0871,NL322,Dầu ăn,,
69952,M0871,NL485,Tiêu,,
69954,M0871,NL3108,Hạt nêm ajingon heo,,
69961,M0872,NL485,Tiêu,,
69963,M0872,NL470,Muối,,
69964,M0872,NL245,bột bắp,,
69966,M0872,NL322,Dầu ăn,,
69967,M0872,NL3108,Hạt nêm ajingon heo,,
69968,M0872,NL486,Nước tương Phú Sĩ,,
69976,M0873,NL322,Dầu ăn,,
69977,M0873,NL485,Tiêu,,
69978,M0873,NL3108,Hạt nêm ajingon heo,,
69988,M0874,NL425,Rau răm,,
69989,M0874,NL3078,Mè rang,,
69990,M0874,NL16,Hành phi,,
69991,M0874,NL209,Bánh phồng tôm,,
69992,M0874,NL322,Dầu ăn,,
69994,M0874,NL470,Muối,,
69995,M0874,NL3108,Hạt nêm ajingon heo,,
70000,M0875,NL20,Cà chua,,
70001,M0875,NL485,Tiêu,,
70002,M0875,NL322,Dầu ăn,,
70004,M0875,NL3108,Hạt nêm ajingon heo,,
70010,M0876,NL322,Dầu ăn,,
70012,M0876,NL486,Nước tương Phú Sĩ,,
70013,M0876,NL3108,Hạt nêm ajingon heo,,
70022,M0877,NL470,Muối,,
70023,M0877,NL485,Tiêu,,
70024,M0877,NL3078,Mè rang,,
70031,M0878,NL41,Hành boaro,,
70034,M0878,NL470,Muối,,
70035,M0878,NL485,Tiêu,,
70036,M0878,NL322,Dầu ăn,,
70037,M0878,NL486,tiêu xanh Hạt nêm Ajingon Nấm Nước tương Phú Sĩ,,
70038,M0878,NL486,Nước tương Phú Sĩ,,
70046,M0879,NL470,Muối,,
70048,M0879,NL322,Dầu ăn,,
70057,M0880,NL322,Dầu ăn,,
70058,M0880,NL470,Muối,,
70059,M0880,NL485,Tiêu,,
70064,M0881,NL470,Muối,,
70065,M0881,NL485,Tiêu,,
70067,M0881,NL896,Sữa đặc,,
70068,M0881,NL322,Dầu ăn,,
70075,M0882,NL485,Tiêu,,
70063,M0881,NL1410,Nước cốt chanh,,
69830,M0859,NL3081,dầu mè,,
69965,M0872,NL3081,dầu mè,,
69827,M0859,NL1106,Đường,,
70077,M0882,NL1107,Nước mắm,,
70093,M0883,NL1107,Nước mắm,,
70079,M0882,NL322,Dầu ăn,,
69986,M0874,NL15,Ớt sừng,,
69851,M0861,NL1619,Cà chua bi,,
70032,M0878,NL236,Gừng băm,,
69859,M0862,NL3054,Hành tỏi băm,,
69920,M0869,NL3054,Hành tỏi băm,,
69960,M0872,NL3054,Hành tỏi băm,,
70086,M0883,NL425,Rau răm,,
70087,M0883,NL16,Hành phi,,
70088,M0883,NL3078,Mè rang,,
70091,M0883,NL470,Muối,,
70096,M0883,NL1107,nước mắm AJINOMOTO Giấm gạo lên men,,
70102,M0884,NL1107,Nước mắm,,
70095,M0883,NL322,Dầu ăn,,
70113,M0885,NL1107,Nước mắm,,
70182,M0892,NL1107,nước mắm AJINOMOTO Giấm gạo lên men,,
70101,M0884,NL485,Tiêu,,
70210,M0895,NL1107,nước mắm AJINOMOTO Giấm gạo lên men,,
70103,M0884,NL322,Dầu ăn,,
70104,M0884,NL3156,Ajiquick bột chiên giòn,,
70108,M0885,NL16,Hành phi,,
70109,M0885,NL160,ngò gai,,
70244,M0899,NL1107,Nước mắm,,
70253,M0900,NL1107,Nước mắm,,
70112,M0885,NL485,Tiêu,,
70265,M0901,NL1107,Nước mắm,,
70114,M0885,NL322,Dầu ăn,,
70115,M0885,NL3108,Hạt nêm ajingon heo,,
70270,M0901,NL1107,nước mắm AJINOMOTO Giấm gạo lên men,,
70124,M0886,NL470,Muối,,
70125,M0886,NL485,Tiêu,,
70130,M0887,NL470,Muối,,
70131,M0887,NL485,Tiêu,,
70133,M0887,NL322,Dầu ăn,,
70134,M0887,NL3108,Hạt nêm ajingon heo,,
70138,M0888,NL46,Hành lá,,
70169,M0892,NL174,Nấm hương,,
70142,M0888,NL3078,Mè rang,,
70143,M0888,NL485,Tiêu,,
70144,M0888,NL322,Dầu ăn,,
70145,M0888,NL3108,Hạt nêm ajingon heo,,
70146,M0888,NL486,Nước tương Phú Sĩ,,
70151,M0889,NL470,Muối,,
70152,M0889,NL1614,ớt bột parika tiêu,,
70156,M0890,NL470,Muối,,
70157,M0890,NL485,Tiêu,,
70158,M0890,NL194,Dầu olive,,
70162,M0346,NL119,Hành tím,,
70164,M0346,NL3119,Đậu phộng rang giã bể,,
70167,M0346,NL1615,Dầu salad,,
70175,M0892,NL425,Rau răm,,
70177,M0892,NL3078,Mè rang,,
70178,M0892,NL470,Muối,,
70180,M0892,NL322,Dầu ăn,,
70181,M0892,NL486,tiêu xanh Hạt nêm Ajingon Nấm Nước tương Phú Sĩ,,
70183,M0892,NL486,Nước tương Phú Sĩ,,
70188,M0893,NL470,Muối,,
70189,M0893,NL485,Tiêu,,
70190,M0893,NL322,Dầu ăn,,
70192,M0893,NL3156,Ajiquick bột chiên giòn,,
70200,M0894,NL485,Tiêu,,
70201,M0894,NL1621,ớt bột parika,,
70202,M0894,NL3108,Hạt nêm ajingon heo,,
70207,M0895,NL322,Dầu ăn,,
70209,M0895,NL486,tiêu xanh Hạt nêm Ajingon Nấm Nước tương Phú Sĩ,,
70139,M0888,NL1145,ngò rí,,
70211,M0895,NL486,Nước tương Phú Sĩ,,
70213,M0896,NL568,Khoai lang,,
70216,M0896,NL236,Gừng,,
70221,M0896,NL322,Dầu ăn,,
70222,M0896,NL470,Muối,,
70223,M0896,NL485,Tiêu,,
70166,M0346,NL1145,ngò rí,,
70225,M0896,NL3108,Hạt nêm ajingon heo,,
70226,M0896,NL486,Nước tương Phú Sĩ,,
70231,M0897,NL470,Muối,,
70233,M0897,NL486,Nước tương Phú Sĩ,,
70234,M0897,NL3108,Hạt nêm ajingon heo,,
70187,M0893,NL1145,ngò rí,,
70198,M0894,NL1145,Lá ngò rí,,
70245,M0899,NL322,Dầu ăn,,
70249,M0900,NL550,Thì là,,
70250,M0900,NL46,Hành lá,,
70251,M0900,NL485,Tiêu,,
70252,M0900,NL470,Muối,,
70219,M0896,NL1145,ngò rí,,
70254,M0900,NL322,Dầu ăn,,
70262,M0901,NL277,Lá chanh,,
70263,M0901,NL311,hành tím phi,,
70264,M0901,NL322,Dầu ăn,,
70242,M0899,NL1145,ngò rí,,
70268,M0901,NL3049,Đậu phộng rang,,
70269,M0901,NL486,Nước tương Phú Sĩ,,
70277,M0902,NL470,Muối,,
70278,M0902,NL485,Tiêu,,
70281,M0902,NL322,Dầu ăn,,
70284,M0903,NL322,Dầu ăn,,
70285,M0903,NL470,Muối,,
70286,M0903,NL485,Tiêu,,
70289,M0903,NL92,Bột năng,,
70290,M0903,NL3062,Mè trắng rang,,
70291,M0903,NL3108,Hạt nêm ajingon heo,,
70292,M0903,NL486,Nước tương Phú Sĩ,,
70090,M0883,NL15,Ớt băm,,
70089,M0883,NL3054,Tỏi băm,,
70199,M0894,NL3054,Tỏi băm,,
70241,M0899,NL3054,Tỏi ớt băm,,
70141,M0888,NL1410,Nước cốt chanh,,
70163,M0346,NL1410,Chanh,,
70179,M0892,NL3081,dầu mè,,
70076,M0882,NL1106,Đường,,
70092,M0883,NL1106,Đường,,
70100,M0884,NL1106,Đường,,
70260,M0901,NL3054,Tỏi băm,,
70274,M0902,NL3054,Tỏi băm,,
70298,M0904,NL322,Dầu ăn,,
70299,M0904,NL3049,Đậu phộng rang,,
70300,M0904,NL16,Hành phi,,
70319,M0906,NL1107,Nước mắm,,
70307,M0905,NL277,Lá chanh,,
70309,M0905,NL800,Muối hột,,
70334,M0907,NL1107,nước mắm AJINOMOTO Giấm gạo lên men,,
70311,M0905,NL485,Tiêu,,
70318,M0906,NL485,Tiêu,,
70345,M0908,NL1107,Nước mắm,,
70321,M0906,NL322,Dầu ăn,,
70322,M0906,NL3156,Ajiquick bột chiên giòn,,
70412,M0913,NL1107,Nước mắm,,
70422,M0914,NL1107,Nước mắm,,
70333,M0907,NL322,Dầu ăn,,
70444,M0916,NL1107,nước mắm AJINOMOTO Giấm gạo lên men,,
70459,M0917,NL1107,Nước mắm,,
70343,M0908,NL470,Muối,,
70462,M0917,NL1107,nước mắm AJINOMOTO Giấm gạo lên men,,
70346,M0908,NL322,Dầu ăn,,
70347,M0908,NL3108,Hạt nêm ajingon heo,,
70489,M0919,NL1107,Nước mắm,,
70356,M0909,NL799,ớt,,
70357,M0909,NL470,Muối,,
70505,M0920,NL1107,Nước mắm,,
70359,M0909,NL485,Tiêu,,
70360,M0909,NL531,dầu hào chay,,
70361,M0909,NL322,Dầu ăn,,
70362,M0909,NL486,Nước tương Phú Sĩ,,
70363,M0909,NL486,tiêu xanh Hạt nêm Ajingon Nấm Nước tương Phú Sĩ,,
70373,M0910,NL470,Muối,,
70515,M0921,NL1107,nước mắm AJINOMOTO Giấm gạo lên men,,
70375,M0910,NL485,Tiêu,,
70376,M0910,NL322,Dầu ăn,,
70377,M0910,NL3108,Hạt nêm ajingon heo,,
70378,M0910,NL486,Nước tương Phú Sĩ,,
70382,M0911,NL46,Hành lá,,
70384,M0911,NL119,Hành tím bào,,
70386,M0911,NL470,Muối,,
70387,M0911,NL485,Tiêu,,
70388,M0911,NL322,Dầu ăn,,
70389,M0911,NL3108,Hạt nêm ajingon heo,,
70396,M0912,NL322,Dầu ăn,,
70397,M0912,NL470,Muối,,
70371,M0910,NL947,Bơ lạt,,
70400,M0912,NL3088,Xốt mù tạt vàng,,
70401,M0912,NL195,Mật ong,,
70402,M0912,NL466,Tương cà,,
70403,M0912,NL3108,Hạt nêm ajingon heo,,
70410,M0913,NL473,Bún,,
70425,M0914,NL1224,cải con,,
70344,M0908,NL1928,ớt bột Hàn Quốc,,
70413,M0913,NL322,Dầu ăn,,
70414,M0913,NL3018,Ajiquick lẩu thái,,
70420,M0914,NL322,Dầu ăn,,
70369,M0910,NL661,Lá quế tây,,
70423,M0914,NL3023,Tiêu sọ bể,,
70427,M0914,NL3108,Hạt nêm ajingon heo,,
70432,M0915,NL1652,siro dâu,,
70440,M0916,NL485,Tiêu,,
70441,M0916,NL322,Dầu ăn,,
70443,M0916,NL3108,Hạt nêm ajingon heo,,
70445,M0916,NL486,Nước tương Phú Sĩ,,
70453,M0917,NL3049,Đậu phộng rang,,
70454,M0917,NL311,hành tím phi,,
70456,M0917,NL470,Muối,,
70458,M0917,NL79,Bột mì,,
70460,M0917,NL322,Dầu ăn,,
70461,M0917,NL3108,Hạt nêm ajingon heo,,
70317,M0906,NL1145,Ngò rí băm,,
70472,M0918,NL160,ngò gai,,
70355,M0909,NL1145,ngò rí,,
70474,M0918,NL485,Tiêu,,
70475,M0918,NL406,Dầu hào,,
70476,M0918,NL322,Dầu ăn,,
70477,M0918,NL3108,Hạt nêm ajingon heo,,
70482,M0919,NL1092,Rau đắng,,
70383,M0911,NL1145,ngò rí,,
70486,M0919,NL470,Muối,,
70487,M0919,NL485,Tiêu,,
70492,M0919,NL1145,ngò rí,,
70500,M0920,NL1145,ngò rí,,
70490,M0919,NL119,Hành tím nướng,,
70491,M0919,NL46,Hành lá,,
70495,M0919,NL76,Hành tỏi phi,,
70496,M0919,NL3108,Hạt nêm ajingon heo,,
70499,M0920,NL46,Hành lá,,
70501,M0920,NL119,Hành tím băm,,
70502,M0920,NL470,Muối,,
70503,M0920,NL485,Tiêu,,
70308,M0905,NL162,Sả băm,,
70507,M0921,NL470,Muối,,
70509,M0921,NL322,Dầu ăn,,
70513,M0921,NL486,Nước tương Phú Sĩ,,
70424,M0914,NL1704,Húng lủi,,
70431,M0915,NL1704,Húng lũi,,
70452,M0917,NL15,Ớt sợi,,
70302,M0904,NL15,Ớt băm,,
70438,M0916,NL15,Ớt băm,,
70326,M0907,NL480,Rau thơm húng cây,,
70426,M0914,NL480,rau thơm Bắc,,
70372,M0910,NL1213,phô mai bột,,
70354,M0909,NL41,Boa rô cắt lát,,
70301,M0904,NL3054,Tỏi băm,,
70370,M0910,NL3054,Tỏi băm,,
70442,M0916,NL3054,Tỏi băm,,
70455,M0917,NL3054,Nước hành tỏi,,
70514,M0921,NL3108,Hạt nêm ajingon heo,,
70521,M0922,NL485,Tiêu,,
70522,M0922,NL470,Muối,,
70306,M0905,NL1410,Nước cốt chanh,,
70484,M0919,NL409,Giá,,
70310,M0905,NL1106,Đường,,
70331,M0907,NL1106,Đường,,
70736,M0941,NL1054,Rượu trắng,,
70526,M0922,NL2987,Xà lách,,
70538,M0923,NL1107,Nước mắm,,
70528,M0922,NL486,Nước tương Phú Sĩ,,
70537,M0923,NL470,Muối,,
70562,M0925,NL1107,nước mắm AJINOMOTO Giấm gạo lên men,,
70539,M0923,NL322,Dầu ăn,,
70541,M0923,NL3108,Hạt nêm ajingon heo,,
70549,M0924,NL799,ớt,,
70550,M0924,NL470,Muối,,
70551,M0924,NL485,Tiêu,,
70552,M0924,NL322,Dầu ăn,,
70553,M0924,NL486,Nước tương Phú Sĩ,,
70574,M0926,NL1107,nước mắm AJINOMOTO Giấm gạo lên men,,
70569,M0926,NL727,mắm ruốc,,
70571,M0926,NL485,Tiêu,,
70603,M0929,NL1107,Nước mắm,,
70573,M0926,NL322,Dầu ăn,,
70653,M0933,NL1107,nước mắm AJINOMOTO Giấm gạo lên men,,
70716,M0939,NL1107,Nước mắm,,
70581,M0927,NL119,Hành tím băm,,
70582,M0927,NL485,Tiêu,,
70728,M0940,NL1107,nước mắm chua ngọt,,
70743,M0941,NL1107,nước mắm AJINOMOTO Giấm gạo lên men,,
70585,M0927,NL486,Nước tương Phú Sĩ,,
70593,M0928,NL449,Sữa chua không đường,,
70594,M0928,NL92,Bột năng,,
70595,M0928,NL322,Dầu ăn,,
70596,M0928,NL119,Hành tím băm,,
70597,M0928,NL3108,Hạt nêm ajingon heo,,
70601,M0929,NL46,Hành ngò,,
70642,M0932,NL46,Hành ngò,,
70604,M0929,NL485,Tiêu,,
70605,M0929,NL322,Dầu ăn,,
70607,M0929,NL3108,Hạt nêm ajingon heo,,
70617,M0930,NL119,Hành tím băm,,
70618,M0930,NL485,Tiêu,,
70619,M0930,NL322,Dầu ăn,,
70621,M0930,NL466,Tương cà,,
70622,M0930,NL1415,bột ớt paprika,,
70623,M0930,NL3108,Hạt nêm ajingon heo,,
70628,M0931,NL41,Hành boaro,,
70631,M0931,NL470,Muối,,
70632,M0931,NL485,Tiêu,,
70606,M0929,NL119,Hành băm,,
70635,M0931,NL92,Bột năng,,
70636,M0931,NL322,Dầu ăn,,
70640,M0932,NL470,Muối,,
70647,M0933,NL322,Dầu ăn,,
70648,M0933,NL481,Dầu điều,,
70650,M0933,NL485,Tiêu,,
70651,M0933,NL470,Muối,,
70652,M0933,NL486,Nước tương Phú Sĩ,,
70656,M0934,NL46,Hành lá,,
70660,M0934,NL322,Dầu ăn,,
70661,M0934,NL486,Nước tương Phú Sĩ,,
70662,M0934,NL3108,Hạt nêm ajingon heo,,
70672,M0935,NL470,Muối,,
70673,M0935,NL485,Tiêu,,
70524,M0922,NL1145,ngò rí,,
70675,M0935,NL322,Dầu ăn,,
70677,M0936,NL3044,Tiêu xay,,
70678,M0936,NL250,Ngũ vị hương,,
70629,M0931,NL1145,ngò rí,,
70684,M0936,NL486,Nước tương LISA,,
70690,M0937,NL322,Dầu ăn,,
70691,M0937,NL406,Dầu hào,,
70693,M0937,NL245,bột bắp,,
70657,M0934,NL1145,ngò rí,,
70695,M0937,NL3156,Ajiquick bột chiên giòn,,
70681,M0936,NL1145,ngò rí,,
70701,M0938,NL322,Dầu ăn,,
70702,M0938,NL485,Tiêu,,
70704,M0938,NL481,Dầu điều,,
70705,M0938,NL2987,Xà lách,,
70711,M0939,NL921,ngò om,,
70712,M0939,NL160,ngò gai,,
70714,M0939,NL1671,me,,
70715,M0939,NL322,Dầu ăn,,
70724,M0940,NL1145,ngò rí,,
70717,M0939,NL470,Muối,,
70718,M0939,NL485,Tiêu,,
70689,M0937,NL162,Sả băm,,
70723,M0940,NL46,Hành lá,,
70726,M0940,NL299,Rau mầm,,
70727,M0940,NL745,đồ chua,,
70729,M0940,NL485,Tiêu,,
70731,M0940,NL322,Dầu ăn,,
70732,M0940,NL3108,Hạt nêm ajingon heo,,
70738,M0941,NL195,Mật ong,,
70739,M0941,NL3078,Mè rang,,
70740,M0941,NL470,Muối,,
70742,M0941,NL7,Mù tạt vàng,,
70744,M0941,NL486,Nước tương Phú Sĩ,,
70757,M0943,NL119,Hành tím nướng,,
70540,M0923,NL3054,Hành tỏi băm,,
70560,M0925,NL3054,Tỏi băm,,
70659,M0934,NL3054,Tỏi băm,,
70679,M0936,NL3054,dầu phi tỏi,,
70759,M0943,NL92,Bột năng,,
70760,M0943,NL470,Muối,,
70761,M0943,NL481,Dầu điều,,
70764,M0943,NL3108,Hạt nêm ajingon heo,,
70772,M0944,NL3108,Hạt nêm ajingon heo,,
70778,M0945,NL3103,Ajiquick lẩu bò,,
70786,M0947,NL486,Nước tương Phú Sĩ,,
70795,M0949,NL486,tiêu xanh Hạt nêm Ajingon Nấm Nước tương Phú Sĩ,,
70796,M0949,NL486,Nước tương Phú Sĩ,,
70670,M0935,NL409,Giá,,
70700,M0938,NL92,Nước bột năng,,
70634,M0931,NL250,bột ngũ vị hương,,
70584,M0927,NL3081,dầu mè,,
70683,M0936,NL3081,dầu mè,,
70572,M0926,NL1106,Đường,,
70583,M0927,NL1106,Đường,,
70602,M0929,NL1106,Đường,,
71039,M0976,NL1054,Rượu trắng,,
70807,M0952,NL485,Tiêu,,
70810,M0952,NL1107,nước mắm AJINOMOTO Giấm gạo lên men,,
70809,M0952,NL470,Muối,,
70818,M0954,NL1107,Nước mắm,,
70811,M0952,NL3156,Ajiquick bột chiên giòn,,
70869,M0960,NL1107,Nước mắm,,
70819,M0954,NL470,Muối,,
70820,M0954,NL485,Tiêu,,
70961,M0968,NL1107,Nước mắm,,
70975,M0970,NL1107,Nước mắm,,
70828,M0955,NL470,Muối,,
70830,M0956,NL485,Tiêu,,
70989,M0972,NL1107,Nước mắm,,
70841,M0957,NL470,Muối,,
70842,M0957,NL407,Dầu màu điều,,
70843,M0957,NL530,Tiêu trắng,,
70844,M0957,NL3108,Hạt nêm ajingon heo,,
70853,M0958,NL322,Dầu ăn,,
70854,M0958,NL481,Dầu điều,,
70855,M0958,NL3108,Hạt nêm ajingon heo,,
71001,M0973,NL1107,Nước mắm,,
71014,M0974,NL1107,nước mắm AJINOMOTO Giấm gạo lên men,,
70870,M0960,NL470,Muối,,
71028,M0975,NL1107,Nước mắm,,
70873,M0960,NL799,ớt,,
70882,M0962,NL29,Ngò tây,,
70883,M0962,NL406,Dầu hào,,
70884,M0962,NL1007,Cà hộp,,
70885,M0962,NL466,Tương cà,,
70886,M0962,NL3108,Hạt nêm ajingon heo,,
70887,M0962,NL486,Nước tương Phú Sĩ,,
70896,M0963,NL1469,Thính gạo,,
71029,M0975,NL1107,nước mắm AJINOMOTO Giấm gạo lên men,,
70898,M0963,NL745,đồ chua,,
70900,M0963,NL486,tiêu xanh Hạt nêm Ajingon Nấm Nước tương Phú Sĩ,,
70901,M0963,NL486,Nước tương Phú Sĩ,,
70915,M0964,NL159,Rau om,,
70916,M0964,NL160,ngò gai,,
70919,M0964,NL3049,Đậu phộng rang,,
70920,M0964,NL486,tiêu xanh Hạt nêm Ajingon Nấm Nước tương Phú Sĩ,,
70929,M0965,NL470,Muối,,
70935,M0966,NL485,Tiêu,,
71045,M0976,NL1107,nước mắm AJINOMOTO Giấm gạo lên men,,
70937,M0966,NL7,Mù tạt vàng,,
70938,M0966,NL116,Sữa tươi không đường,,
70942,M0967,NL297,Khổ qua rừng,,
70943,M0967,NL55,Cà rốt,,
70944,M0967,NL372,Bắp cải,,
70945,M0967,NL151,Đậu bắp,,
70946,M0967,NL1886,Bầu,,
70947,M0967,NL1290,Bông cải,,
70949,M0967,NL322,Dầu ăn,,
70950,M0967,NL553,Ớt bột,,
70951,M0967,NL486,Nước tương Phú Sĩ,,
70959,M0968,NL1695,quả tắc,,
70960,M0968,NL322,Dầu ăn,,
70928,M0965,NL1145,ngò rí,,
70967,M0969,NL322,Dầu ăn,,
70968,M0969,NL3108,Hạt nêm ajingon heo,,
70973,M0970,NL322,Dầu ăn,,
70957,M0968,NL1145,ngò rí,,
70982,M0971,NL322,Dầu ăn,,
70983,M0971,NL486,Nước tương Phú Sĩ,,
70984,M0971,NL486,tiêu xanh Hạt nêm Ajingon Nấm Nước tương Phú Sĩ,,
70988,M0972,NL322,Dầu ăn,,
70990,M0972,NL17,Bột canh,,
70999,M0973,NL485,Tiêu,,
71002,M0973,NL322,Dầu ăn,,
71006,M0974,NL470,Muối,,
71008,M0974,NL485,Tiêu,,
71009,M0974,NL1563,Tương ớt Hàn Quốc,,
71010,M0974,NL322,Dầu ăn,,
71011,M0974,NL195,Mật ong,,
71013,M0974,NL119,Hành tím cắt lát,,
71015,M0974,NL486,Nước tương Phú Sĩ,,
71016,M0974,NL3108,Hạt nêm ajingon heo,,
71022,M0975,NL425,Rau răm,,
71023,M0975,NL46,Hành lá,,
71025,M0975,NL470,Muối,,
71027,M0975,NL250,Ngũ vị hương,,
71030,M0975,NL486,Nước tương Phú Sĩ,,
71036,M0976,NL1704,Rau húng lũi,,
71037,M0976,NL195,Mật ong,,
71041,M0976,NL7,Mù tạt vàng,,
71042,M0976,NL3078,Mè rang,,
71043,M0976,NL470,Muối,,
71044,M0976,NL486,Nước tương Phú Sĩ,,
70918,M0964,NL41,Boa rô cắt lát,,
70872,M0960,NL3054,Tỏi,,
70806,M0952,NL3054,Nước hành tỏi băm,,
71012,M0974,NL3054,Tỏi tép,,
70914,M0964,NL1049,tàu hủ ky lá chiên,,
71053,M0977,NL322,Dầu ăn,,
71054,M0977,NL485,Tiêu,,
71056,M0977,NL470,Muối,,
71057,M0977,NL3108,Hạt nêm ajingon heo,,
71059,M0977,NL486,Nước tương Phú Sĩ,,
71068,M0978,NL470,Muối,,
71069,M0978,NL485,Tiêu,,
71071,M0978,NL379,Ớt bột Paprika,,
71072,M0978,NL1615,Dầu salad,,
71108,M0982,NL1054,Rượu trắng,,
71079,M0979,NL195,Mật ong,,
70897,M0963,NL1410,Nước cốt chanh,,
70840,M0957,NL3081,dầu mè,,
71038,M0976,NL3081,dầu mè,,
70808,M0952,NL1106,Đường,,
70821,M0954,NL1106,Đường,,
70827,M0955,NL1106,Đường,,
71080,M0979,NL580,Bột quế,,
71081,M0980,NL485,Tiêu,,
71109,M0982,NL1107,Nước mắm,,
71083,M0980,NL981,bột cà ri,,
71084,M0980,NL322,Dầu ăn,,
71153,M0985,NL1107,Nước mắm,,
71087,M0980,NL3117,Xốt cà chua,,
71088,M0980,NL3108,Hạt nêm ajingon heo,,
71089,M0980,NL3156,Ajiquick bột chiên giòn,,
71094,M0981,NL485,Tiêu,,
71164,M0986,NL1107,Nước mắm,,
